мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
бюрю аеккю пск 50ц;1.0;13.92;18.79;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхюгнкхм 100лц дп ╧10;3.0;47.36;63.93;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
щмюкюопхк 10лц ра ╧20 AGIO;10.0;6.0;7.42;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
цщбйюлем люгэ 25/30ц;1.0;27.74;27.74;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпахмнбюъ й-рю я яюу + юоек ра ╧10;10.0;3.52;5.1;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
рюспхм 4% 10лк цк йюокх тк-йюо;5.0;6.05;8.16;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
ютнаюгнк 10лц ра ╧60;3.0;254.11;338.85;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
к-рхпнйяхм 75лйц ра ╧100;1.0;111.35;132.66;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
реяр мю аепел йюя+охоер;2.0;33.66;41.74;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
кнпхярю м 50+12,5лц ра ╧30;2.0;182.47;243.32;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
теярюк 200лц дп ╧20;2.0;84.67;114.3;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
йернопнтем цекэ 2,5% 50ц;4.0;56.54;72.68;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
ямсо яопеи 0,1% 15лк;4.0;101.2;120.79;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
яскэтюжхк-мюрпхи 20% 5лк яхмрег;4.0;62.81;84.79;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
мспнтем щйяопеяя 200лц йюоя ╧20;1.0;201.75;244.54;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
пнгсбюярюрхм йюмнм 10лц ра ╧28;1.0;605.13;605.13;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
цкчйнлерп йнмрсп ря;1.0;431.8;582.93;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
рпнлан юяя 50лц ра ╧28;3.0;40.15;50.31;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
рпнлан юяя 50лц ра ╧28;2.0;40.15;50.31;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьопхж хмяск MF+ U-100 0,33У12,7лл 29G 0,5лк;10.0;9.51;12.67;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлкндхохм 5лц ра ╧30 нгнм;4.0;11.44;14.64;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
нлеопюгнк 20лц йюоя ╧30 опнлед;3.0;20.44;25.33;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
нлеопюгнк 20лц йюоя ╧30 опнлед;7.0;20.44;25.33;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхйнохд 1лц ра ╧10;1.0;201.05;271.41;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахяюйндхк ра ╧40 юйпх;3.0;26.24;32.74;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
цхдпноепхр 1,5ц ра ╧8;3.0;19.8;26.72;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
цнпвхвмхй-оюйер ╧20;5.0;16.5;22.27;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхаюгнк 20лц ра ╧10;8.0;16.85;22.74;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
феквэ ледхжхмяйюъ тк 250лк;1.0;262.03;262.03;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
йбюлюрек 40лц ра ╧14;1.0;122.04;122.04;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
йяюмрхмнкю мхйнрхмюр ра ╧60;1.0;192.99;192.99;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюкхжхкнбюъ люгэ 2% 25ц;6.0;19.8;24.81;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
тюкхлхмр дп ╧20;1.0;162.56;219.45;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
темчкэя йюоя ╧10;1.0;59.06;79.73;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
тксжхмюп люгэ 15ц;1.0;168.58;227.58;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
юдфхяеор лед-кхлнм оюяр ╧24;1.0;69.3;93.55;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюорнопхк 25лц ра ╧40 опюмю;20.0;8.97;11.1;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
гбепнани люякн 50лк;1.0;36.39;52.76;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
аюкэгюл "гнкнрюъ гбегдю" йюп-ь 1,3ц;1.0;77.45;104.55;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
аепкхопхк 5 ра ╧30;6.0;73.89;88.02;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхлскхд цекэ 1% 30ц рсаю;1.0;152.15;152.15;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхпюлхярхм 0,01% 50лк;3.0;155.4;209.79;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
бюкепхюмю бевепмее дп ╧60;1.0;25.54;37.03;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
окюмрейя вюи 5ц оюй ╧10;1.0;290.21;290.21;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнпнмюк 10лц ра ╧30;1.0;200.57;200.57;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхлбюярюрхм 20лц ра ╧30;1.0;41.95;55.61;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнлокхбхр Caд3 ра ╧30;1.0;95.57;129.01;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
аср-йю кюр яня 125лк 11085;1.0;79.98;115.97;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
кюлхгхк смн п-п д/мюп опхл 1% 4ц;1.0;666.33;866.22;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
унмдпнхрхм 5% цекэ рсаю 30ц;2.0;62.96;84.99;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
индю п-п 5% 25лк;5.0;12.84;17.33;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлкндхохм 10лц ра ╧30 нгнм;4.0;12.26;15.17;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюпдняюк 20лц ра ╧28;1.0;503.55;679.79;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
дшьх люякн яопеи 30лк;1.0;208.5;302.32;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюанп люмхйчп д/д яйюгйю (мнфмхжш+йсяювйх) 5114;1.0;63.54;63.54;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
гек юо йп д/псй/мнцр сбк лнпяй бнднпнякх 300лк;1.0;114.46;114.46;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
юрнпхя 10лц ра ╧90;1.0;669.48;669.48;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
оюмйпеюрхм 0,25 ра ╧60 хпахр;8.0;40.28;50.16;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
щйяедпхм ра ╧20;1.0;196.59;265.39;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
менцюкем/NEOG лнпнгмхй цекэ-а-л 100лк;1.0;60.31;60.31;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясярюбхр ахьнтхр овек ъд йпел 100лк;1.0;78.96;78.96;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
кнпхярю м 100+12,5лц ра ╧30;1.0;256.82;346.7;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
нпцюмхй ьно ястке д/р юмрхжек юоекэяхм 450лк;1.0;166.15;166.15;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
ухлюкюъ уепа йпел д/псй охрюр 50лк;1.0;59.16;59.16;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
яскэяемю оюярю 1% 75лк;1.0;58.48;84.79;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
цсррюяхк йюокх 15лк;1.0;117.58;158.73;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхвмши гюйюг;1.0;117.69;129.45;2015-02-21 00:00:00.00; ннн "тХПЛЮ цхяя";;
днмнплхк 15лц ра ╧30;1.0;240.24;324.32;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
бепюоюлхк 80лц ра ╧50 нгнм;1.0;31.35;39.83;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
оюмйпеюрхм 0,25 ра ╧60 хпахр;3.0;32.45;42.33;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юкреи яхпно 125лк;3.0;27.72;37.34;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлнйяхйкюб 375лц ра ╧15;1.0;199.68;240.8;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юмюопхкхм 0,01 ра ╧50;1.0;10.98;14.53;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнтем о ра ╧10;6.0;13.97;18.85;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
южерхкяюкхжхкнбюъ й-рю ра ╧10;20.0;2.2;2.72;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
аемгхкаемгнюр люгэ 20% 30ц рюккхм;1.0;25.63;31.73;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахмр м/я 7у10 хмд со;4.0;7.91;10.54;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
анпмюъ й-рю п-п 25лк;4.0;6.42;8.66;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
бюкхднк ра ╧10;30.0;21.01;28.01;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхрюлхм б12 200лйц юло ╧10;1.0;17.27;22.08;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхьмебяйнцн кхм-р 40ц;2.0;20.75;28.01;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
цхнйяхгнм люгэ 10ц;1.0;20.6;27.73;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
индю п-п 5% 10лк;3.0;7.06;9.53;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнмйнп 5лц ра ╧50;1.0;293.48;350.66;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
йпенм 10000 йюоя ╧20;1.0;253.88;304.6;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхднйюхм 2% 2лк юло ╧10;5.0;20.85;25.8;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
лерхкспюжхк люгэ 10% 25ц;3.0;19.85;26.73;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхкэцюллю 2лк юло ╧5;1.0;212.04;286.25;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
мютрхгхм 0,1% 15лк тк-йюоекэм;50.0;23.18;31.21;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
нйянкхмнбюъ люгэ 0,25% 10ц;3.0;13.42;16.74;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
оюпюжерюлнк 500лц ра ╧10;50.0;3.36;4.16;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
пюярнпноью 100ц ьпнр;1.0;26.7;36.04;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмгю ра ╧10;2.0;73.48;99.19;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмхйнкд ра ╧10;1.0;68.53;90.73;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмнярно йюокх 0,1% 10лк;5.0;23.76;29.7;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхмрнлхжхм бюц яб ╧10;1.0;20.52;25.71;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
репю-ткч кхлнм онп ╧10;2.0;256.3;338.66;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
рерпюжхйкхм ра ╧20;3.0;48.58;65.58;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
рпнйяепсрхм 2% цекэ 40ц бпюлед/анкцюпхъ;3.0;24.39;32.84;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
щмюо 20лц ра ╧20;1.0;132.33;160.85;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
нрпхбхм 0,1% яопеи 10лк;1.0;138.93;167.08;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхлеяхк 100лц оюй 2ц ╧1;30.0;20.4986;27.67;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхднйюкл 10% 1лк юло ╧5;1.0;410.82;566.63;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
цнпвхвмхйх я щбйюкхор люяк ╧20;4.0;10.9;14.67;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
хмдюоюлхд 2,5лц ра ╧30 юкях;10.0;18.81;23.3;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюпдхнлюцмхк 75лц ра ╧100;5.0;198.74;269.91;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнпецю тхйя г/опнрег йпел 40лк лърм бйся;2.0;220.05;319.07;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхгнаюйр ра ╧30;2.0;225.78;311.41;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
лернопнкнк 100лц ра ╧30 пюрхн;5.0;40.71;50.72;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
лерпнмхдюгнк 250лц ра ╧20 тюпляр;1.0;8.14;10.08;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
щцхкнй 50лц ра ╧60;2.0;123.86;149.38;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ондцсгмхйх яемх AIR L ╧10;1.0;374.73;505.88;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ремнрем ра ╧40;2.0;146.19;197.35;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
лнрхкюй 10лц ра ╧30;1.0;151.14;204.03;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
опегепбюрхбш VIVA йкюяяхй ╧3;1.0;24.42;33.62;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
опегепбюрхбш VIVA пеапхярше ╧3;1.0;23.32;30.94;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхрпнцкхжепхм ра ╧40 тюплюлед;1.0;34.26;44.2;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрюкх ефедм опел скэрп сяев р/дп е-52;1.0;43.87;43.87;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхц 400лц ра ╧10;2.0;64.77;77.86;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ондцсгмхйх яемх AIR L ╧30;1.0;1086.59;1412.56;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхпюлхярхм 0,01% 150лк пюяо;4.0;293.59;378.48;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
щмюкюопхк 10лц ра ╧20 AGIO;5.0;6.0;7.42;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
йпел деряйхи яб 68ц;8.0;29.36;42.57;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлнйяхжхккхм 500лц ра ╧20;6.0;35.86;44.38;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юрнпхя 10лц ра ╧30;1.0;330.06;399.46;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
нйяюло мюрпхи онп 500лц ╧1;5.0;7.55;10.19;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
йндекюй апнмун ра ╧10;1.0;90.53;120.17;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
кнпхярю м 50+12,5лц ра ╧30;2.0;187.22;253.06;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
оепейхяэ бнднпндю п-п 3% 100лк окюярхй;10.0;5.65;7.27;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
индю п-п 5% 25лк;5.0;12.84;17.33;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
аерюцхярхм 24лц ра ╧30;4.0;81.18;100.73;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлкндхохм 10лц ра ╧30 нгнм;4.0;12.26;15.17;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ондцсгмхйх-рпсяш яемх AIR L ╧10;3.0;436.36;589.08;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхкэцюллю 2лк юло ╧10;1.0;374.2;506.37;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
CAMERA мнфмхжш дер 20171 гюивхй;1.0;94.39;94.39;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
мспнтем щйяопеяя 200лц йюоя ╧10;1.0;106.15;127.54;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
хмцюкхор ющп 30лк тюплярюмдюпр;1.0;49.98;67.47;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юпрпюднк кхнт д/опхц п-пю б/л 100лц юло N10;1.0;812.34;812.34;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
рпхлерюгхдхм лб 35лц ра ╧60;1.0;99.12;132.11;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
рпнлан юяя 100лц ра ╧28;3.0;44.77;55.64;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхюкнп (опнрюпцнк) 2% 10лк;1.0;207.62;279.61;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
хбюм-вюи (йхопеи) рпюбю 50ц йюлекхъ;1.0;15.58;22.59;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюпаюлюгеохм 200лц ра ╧50 юйпх;1.0;37.99;47.24;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюйкюдйю мю цпсдэ ╧2 CAMERA 20312;1.0;117.06;117.06;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
мспнтем ясяо д/д 150лк юоек;2.0;162.47;195.88;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахяеорнк 480лц ра ╧28;4.0;82.72;99.55;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюорнопхк 25лц ра ╧20 опюмю;1.0;7.23;7.23;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
хмдюоюлхд перюпд 1,5лц ра ╧30 юкях;2.0;22.66;28.05;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
оюмйпеюрхм 0,25 ра ╧60 кейр;4.0;26.87;33.33;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
аслюцю рсюкермюъ 100л;4.0;4.91;7.11;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлкндхохм 5лц ра ╧30 опюмю;4.0;9.2;11.4;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ткелнйяхм янкчрюа 1000лц ра ╧20;1.0;408.55;490.35;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
рюцхярю 24лц ра ╧30;1.0;112.59;136.84;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
уюццхя лхмх йкюяяхй 3-6йц ╧17/18/19;1.0;141.23;190.66;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юохгюпрпнм люгэ 20ц;1.0;144.99;193.33;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхпдюксд 4лц ра ╧30;2.0;287.09;345.5;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
келяхо кхлнм оюй ╧10;1.0;166.18;224.87;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юкнщ янй тк 50лк;1.0;69.79;94.21;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юмюкэцхм ра ╧10;20.0;6.16;8.31;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
южж 200 цпюм ╧20 юоекэяхм;2.0;107.18;129.05;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
аеоюмрем йпел 5% 30ц;1.0;278.85;371.84;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
апсямхйю кхяр т/о ╧20 тхрнтюпл;1.0;37.02;49.97;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
бемрнкхм ющп 200днг;1.0;132.02;158.01;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхопняюк люгэ 50ц;1.0;194.37;262.39;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхтепнм-1 150000ле яб ╧10;2.0;192.5;234.48;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
депхмюр 0,25% 10лк тк-йюо;1.0;236.5;319.27;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхнйяхдхм 0,5% 5лк юло ╧10;1.0;306.71;415.97;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
хмцюкхор ющп 30лк юкрюи;3.0;53.68;72.46;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
йбхмюйя цк йюо 15лк;1.0;301.48;409.89;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхмейя йюоя ╧16;1.0;256.0;341.37;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхйярспю нр йюькъ ясу дер 1,47ц оюй;10.0;7.96;14.89;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
мнбнйюхм 0,5% 5лк юло ╧10;5.0;20.95;25.96;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
оюярхкйх мюрспхмн юоекэяхм 36,4ц/33,5ц;1.0;29.1467;42.26;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
оепжнбши окюяршпэ 10у18;15.0;15.29;20.64;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
пеммх лемрнк ра ╧24;1.0;169.89;226.54;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
пеоеимне люякн я йп оепжел 100лк;1.0;31.505;45.68;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхпдюксд 2лц ра ╧30;1.0;191.73;231.25;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
релоюкцхм ра ╧10;2.0;26.354;35.57;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
рнкнймъмйю кхяр 50ц;1.0;27.06;36.53;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
вюи онусдеи гелкъмхйю т/о ╧30;1.0;41.42;60.05;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьопхж хло 20лк;20.0;8.02;10.69;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
южж кнмц 600лц ьхо ра ╧10;1.0;275.46;379.09;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
южж 100 ьхо ра ╧20;1.0;191.05;263.63;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
п-п д/кхмг кхйнмрхм-с 240лк;1.0;81.54;110.07;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясйпюгхр ра ╧300;1.0;67.84;98.36;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
рхгхм йяхкн 0,05% яопеи 10лк;3.0;85.03;103.26;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхрюлхм F йпел кхапхдепл онксфхпмши 50лк;1.0;82.0;125.54;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
тнплюцекэ цекэ 3,7% 15ц;1.0;165.15;223.08;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
асяйноюм 10лц ра ╧20;1.0;249.26;346.31;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
аюпясйнп аюкэгюл д/дер люяяюф 30лк;1.0;40.0;59.11;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юпрпн-юйрхб йпел- аюкэгюл охрючыхи 35ц;1.0;129.97;193.59;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясопюйя 400лц йюоя ╧6;1.0;661.96;851.18;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясопюйя 400лц йюоя ╧6;1.0;661.96;851.18;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
йпюямши йнпемэ 500лц ра ╧60;1.0;250.87;363.76;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
вюи онусдеи бюмхкэ т/о ╧30;1.0;46.37;67.23;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
вюи онусдеи вепмюъ ялнпндхмю т/о ╧30;1.0;41.54;60.23;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
тхмюярепхд 5лц ра ╧30;1.0;218.62;218.62;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
ткчйнкдейя м ра ╧12;1.0;79.75;79.75;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
опедмхгнкнм 1лк юло ╧3 мхйнлед;1.0;43.68;54.33;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
люярнтхр-щбюкюп йпел 50лк;1.0;135.23;196.08;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
анъпшьмхй тнпре (йюпдхнюйрхб) ра ╧40 щб;1.0;147.15;213.36;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
кнпхярю мд 100+25лц ра ╧30;1.0;322.63;435.55;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
репюкхдфем 0,005 ра ╧25;1.0;300.6;400.85;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
цпюллхдхм мен я юмеяр ра ╧18;4.0;153.06;204.1;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
бюкг 80лц ра ╧28;1.0;220.5;294.52;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпхк ра ╧10;1.0;186.26;186.26;2015-02-19 00:00:00.00; ннн "тХПЛЮ цхяя";;
